2.0,57,0.5614035087719298,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.35913043478260875,1.0,0.0
2.0,57,0.6017543859649122,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.3643478260869563,1.0,0.0
2.0,57,0.6245614035087719,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.3634782608695652,1.0,0.0
2.0,57,0.7280701754385961,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.34521739130434775,1.0,0.0
2.0,57,0.5684210526315789,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.32086956521739124,1.0,0.0
2.0,57,0.5719298245614034,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.342608695652174,1.0,0.0
2.0,57,0.607017543859649,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.30869565217391315,1.0,0.0
2.0,57,0.5456140350877194,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.3399999999999999,1.0,0.0
2.0,57,0.607017543859649,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.3252173913043478,1.0,0.0
2.0,57,0.6017543859649122,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.308695652173913,1.0,0.0
2.0,57,0.5719298245614034,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.29043478260869565,1.0,0.0
2.0,57,0.5894736842105263,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.3304347826086957,1.0,0.0
2.0,57,0.5438596491228068,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.33304347826086955,1.0,0.0
2.0,57,0.575438596491228,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.30782608695652175,1.0,0.0
2.0,57,0.5649122807017544,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.30434782608695654,1.0,0.0
2.0,57,0.5543859649122805,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.3313043478260869,1.0,0.0
2.0,57,0.550877192982456,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.29826086956521725,1.0,0.0
2.0,57,0.5192982456140351,1.0,0.0
covcat,count,mean,amax,amin
1.0,115,0.3443478260869564,1.0,0.0
2.0,57,0.6859649122807014,1.0,0.0
